subject,object,relation,uid,status
anti-oxidant function,NF-κB,Biological process - Protein,:32654955:5rHxmk8LNMhzyYsVAZwnLM,TWO_SIDE_NO_SYNONYM
DMD,muscle injury,Disease - Phenotype (positive),:32654955:aosia6apxgLgMvVTSyM9Dk,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,X-linked muscle disease,Disease - Phenotype (positive),:32652381:FAyYKLXJgTPc25uUFwEFnh,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32652381:GnCowQLs3VjWhcFerYi3W6,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,Muscle weakness,Disease - Phenotype (positive),:32652381:UpYNdJvekWHr89AjnjXrXW,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,gait impairments,Disease - Phenotype (positive),:32652381:bHZyYPjzb2XGCZwmM943An,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,decline in functional capacity,Disease - Phenotype (positive),:32652381:jitZMFfBXcTb67C6hW7dL4,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,inherited muscle disease,Disease - Phenotype (positive),:32650783:VTEJ9znpnok5jYUApsarxg,ONLY_ONE_SIDE_SYNONYM
DMD,cardiomyopathy,Disease - Phenotype (positive),:32650783:hFeypwtVS9GyisCm9qAsuS,KG_ALREADY_EXISTS
DMD,global longitudinal strain,Disease - Phenotype (positive),:32650783:SBvKS7Ch5r9gwuzGDfUNNC,ONLY_ONE_SIDE_SYNONYM
DMD,global circumferential strain,Disease - Phenotype (positive),:32650783:NpeDvYYMACWmuiecQL496G,ONLY_ONE_SIDE_SYNONYM
DMD,average longitudinal strain,Disease - Phenotype (positive),:32650783:Pp8SaNQUmqRYnw9tvPNV8Z,ONLY_ONE_SIDE_SYNONYM
DMD,average circumferential strain,Disease - Phenotype (positive),:32650783:WVicxxauNoe8maGxW28tnB,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,fatal X-linked recessive condition,Disease - Phenotype (positive),:32650403:SoDJtPXeAwJuhpAoqpntZy,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32650403:7GkxLT7DqZSFeJPkGpmdst,KG_ALREADY_EXISTS
DMD,progressive body-wide muscle deterioration,Disease - Phenotype (positive),:32650403:ZneZAMzNVrSivbAGGGR9TM,ONLY_ONE_SIDE_SYNONYM
DMD,cardiac or respiratory failure,Disease - Phenotype (positive),:32650403:JTW93MXRavyV2psXcmwY3T,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,dystrophin,Disease - Protein,:32650403:HbcPmqXaHpeU7LK3Y3Gkwh,KG_ALREADY_EXISTS
DMD,serious heart failure,Disease - Phenotype (positive),:32650403:nR3Jcd8ZqzztMkwHzxmprY,ONLY_ONE_SIDE_SYNONYM
DMD,dilated cardiomyopathy,Disease - Phenotype (positive),:32650403:7p6UUA3gQkrh53Nqr2ZLKR,APPROVED(NODE_ALL_EXISTS)
BMD,dilated cardiomyopathy,Disease - Phenotype (positive),:32650403:2M363KXnTqbroB7CnpCpAh,APPROVED(NODE_ALL_EXISTS)
neuromuscular disorders,Secondary mitochondrial damage,Disease - Phenotype (positive),:32650001:LQCCXGbbCqNHgCV5BqRugK,ONLY_ONE_SIDE_SYNONYM
muscular dystrophies,mitochondrial damage,Disease - Phenotype (positive),:32650001:BahyfVHHiSxZmL4SzkRCmt,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,mitochondrial damage,Disease - Phenotype (positive),:32650001:CsyAQmcpFXQewQNVgxqZq2,ONLY_ONE_SIDE_SYNONYM
megaconial congenital muscular dystrophy,mitochondrial damage,Disease - Phenotype (positive),:32650001:B4HBy5Tca3EGnsxS9ccJfr,ONLY_ONE_SIDE_SYNONYM
Ullrich congenital muscular dystrophy,mitochondrial damage,Disease - Phenotype (positive),:32650001:2hhWWyvoKC6xci77nZkh9c,ONLY_ONE_SIDE_SYNONYM
α-dystroglycanopathy,mitochondrial damage,Disease - Phenotype (positive),:32650001:3FJKGcjWvxfEEpyGZUYujU,ONLY_ONE_SIDE_SYNONYM
muscular dystrophies,up-regulated miRNAs,Disease - Phenotype (positive),:32650001:ZmKiz4cwc7iXgoNsJUUeZx,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,up-regulated miRNAs,Disease - Phenotype (positive),:32650001:D6zydnS4uL5zjxj2dkaGCk,ONLY_ONE_SIDE_SYNONYM
megaconial congenital muscular dystrophy,up-regulated miRNAs,Disease - Phenotype (positive),:32650001:mkEaR86h45Yn8HJZyBvpNK,ONLY_ONE_SIDE_SYNONYM
Ullrich congenital muscular dystrophy,up-regulated miRNAs,Disease - Phenotype (positive),:32650001:A6A7b6ShghPhgyxPVzRk49,ONLY_ONE_SIDE_SYNONYM
α-dystroglycanopathy,up-regulated miRNAs,Disease - Phenotype (positive),:32650001:8tSyj5Wm24DgwsVsPgotfx,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,"persistent, aberrant accumulation of V0/V1 versican",Disease - Phenotype (positive),:32632164:L7Et5zMFAbsRqgZhe7aaXb,ONLY_ONE_SIDE_SYNONYM
skeletal muscles,V0/V1 versican,Anatomy - Protein (present),:32632164:dpz93aBEvgpwBU2MhpV6eB,ONLY_ONE_SIDE_SYNONYM
fibrosis,Versican,Phenotype - Protein,:32632164:hQqYUedemosLUQ5gtn2vLo,NO_ID
inflammation,Versican,Phenotype - Protein,:32632164:Shw85RCM38KpUURFNdZhVo,NO_ID
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32630425:TftuDbKpPFoGmgJzSVCn7X,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,progressive and fatal muscle-wasting disease,Disease - Phenotype (positive),:32619494:QS3zBzceLQ4TUsbyNpeiQe,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DYSTROPHIN,Disease - Protein,:32619494:3zkBPs4oVjCeun83oBTLVr,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,X-linked disorder,Disease - Phenotype (positive),:32616576:fZgihDdbJegMfJti5eB62X,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive muscle weakness,Disease - Phenotype (positive),:32616576:WajodUB6czHhPFLMGEWDb5,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,low intelligence quotient,Disease - Phenotype (positive),:32616576:JByV96LkbwVmcS4PrXEJQH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,neuropsychiatric disturbance,Disease - Phenotype (positive),:32616576:jrvBNrTLYcgsGYcsQhY9DJ,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32616576:5suqmNyXXauzpWtLkgkbyo,ONLY_ONE_SIDE_SYNONYM
Localized fractional anisotropy changes,Dp140,Phenotype - Protein,:32616576:94fWJXN85hRHsLV9sPBamQ,TWO_SIDE_NO_SYNONYM
increased axial diffusivity,Dp140,Phenotype - Protein,:32616576:Tr38pBWdC735txhMuJvkDU,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,Widespread WM differences,Disease - Phenotype (positive),:32616576:khH8xLYCbkUfYGNX2tzhTt,ONLY_ONE_SIDE_SYNONYM
extensive WM abnormalities,DMD gene,Phenotype - Protein,:32616576:Y9f9WnnQnUnRWf3rTMmoeJ,TWO_SIDE_NO_SYNONYM
poor neuropsychological profiles,DMD gene,Phenotype - Protein,:32616576:HR3AoohQqAeeF38xDVWJZJ,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32616572:irfPNyAs8jijW7Xn4QJAzp,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,reduced DMD transcript levels,Disease - Phenotype (positive),:32616572:j68AGXG2VPQPHALoTzof5Q,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,lower rate of DMD transcription,Disease - Phenotype (positive),:32616572:RoeXQxNpzpwvLPz9C4MniW,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,transcription dynamics across the DMD locus are affected,Disease - Phenotype (positive),:32616572:gLZteW6DuYomBxM55pRGrp,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle wasting,Disease - Phenotype (positive),:32608079:NDVE6zqbGnEmo8tAnphR9Q,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32608079:YpetkFwEx46d2HFVTzac68,KG_ALREADY_EXISTS
membrane repair,dystrophin,Biological process - Protein,:32608079:dmVHJaUY3ZRSo9zknByrPY,APPROVED
muscle regeneration,dystrophin,Biological process - Protein,:32608079:AYR4vpMz47Xo3b5ArgJRJT,ONLY_ONE_SIDE_SYNONYM
failure of regeneration,dystrophin,Biological process - Protein,:32608079:gYjonq3f2WGBKqrAJteV7x,ONLY_ONE_SIDE_SYNONYM
synthetic glucocorticoid administration,pathway stabilization,Exposure - Biological process,:32605223:7cxa4xt2pVfZweTBRRA9Vf,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,skeletal muscle atrophy,Disease - Phenotype (positive),:32601364:8CJHoFw5K5nU3eLMZMiK44,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,respiratory failure,Disease - Phenotype (positive),:32601364:kRt3M3TvzBx7uYqLQm4UJC,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,cardiomyopathy,Disease - Phenotype (positive),:32601364:XFsc3m3TVVMaHoiJdimc2V,KG_ALREADY_EXISTS
anti-apoptotic effects,Bcl-2,Biological process - Protein,:32601364:42iTYg25cxDvws2XoyttLb,TWO_SIDE_NO_SYNONYM
anti-inflammatory effects,IL-6,Biological process - Protein,:32601364:Nes4ZgF4byUsphR8hft2sY,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32597486:63Q4MSBc7fEjVAEfLQo9WJ,KG_ALREADY_EXISTS
contraction-induced injury,dystrophin,Phenotype - Protein,:32597486:Vqo3fQ34vC8RUhtizZYeSN,ONLY_ONE_SIDE_SYNONYM
muscle membrane,Dystrophin,Anatomy - Protein (present),:32597486:DrxX9CqCCY2rTj7M7jZFTW,ONLY_ONE_SIDE_SYNONYM
exon skipping,Celf2a,Phenotype - Protein,:32596946:4WasrfNaexvy3gSEkLQ8md,ONLY_ONE_SIDE_SYNONYM
loss of exon skipping,Celf2a,Phenotype - Protein,:32596946:FroVzfCzZfExC6mjjwSyxR,ONLY_ONE_SIDE_SYNONYM
loss of dystrophin synthesis,Celf2a,Phenotype - Protein,:32596946:i4vp8QUoPBGm3uPdh4jMs7,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,dystrophin,Disease - Protein,:32596946:Th8FzY7atSA7rxVjvLxaCQ,KG_ALREADY_EXISTS
Duchenne Muscular Dystrophy,Celf2a,Disease - Protein,:32596946:EFaswWhMaJrZiz6y9Fxm3X,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,X-linked recessive muscle diseases,Disease - Phenotype (positive),:32593511:cy3jgE2i9m6f5xGCTLte3c,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,X-linked recessive muscle diseases,Disease - Phenotype (positive),:32593511:Ay6SXvbJqZKS3vAfCMQ7jx,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32593511:T4D7HxxznBV5SA4iqDTfdZ,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,DMD gene,Disease - Protein,:32593511:DTD4ira58gDTaWif7nRqRG,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,more severe form,Disease - Phenotype (positive),:32593511:4zE8UeKSMbWSLVXidMioGn,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,clinically relevant plasma lipoprotein abnormalities,Disease - Phenotype (positive),:32593511:AQEH4W44ASfMGMCKw5BZME,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,clinically relevant plasma lipoprotein abnormalities,Disease - Phenotype (positive),:32593511:aevLwYfPoQB9WCHsCogDoH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dyslipidemic,Disease - Phenotype (positive),:32593511:XtyfCwPnEfAEHjT6jiAcRh,APPROVED(NODE_ALL_EXISTS)
Becker muscular dystrophy,dyslipidemic,Disease - Phenotype (positive),:32593511:FLu62uABkd3ST4Uzs75DZW,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,loss of dystrophin,Disease - Phenotype (positive),:32592467:XXgTPc6m8UjLNUyNXwA9VX,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32592467:3A6dTZXTBczHso8B6fjBHX,KG_ALREADY_EXISTS
vamorolone,DMD,Drug - Disease (indication),:32592467:PhGZeL26irgmmtNV4s5oH7,APPROVED
Duchenne muscular dystrophy,ERBB4,Disease - Protein,:32592467:Mcq2gfvjAPVs7XuQCNmnmK,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,SOD1,Disease - Protein,:32592467:FfukU4VuPEgURy9wq95ZDM,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,CNTF,Disease - Protein,:32592467:DhGjdduCRNYYMsnx5Af845,APPROVED(NODE_ALL_EXISTS)
fibrosis pathways,TGFβ,Biological process - Protein,:32592467:cVSewjmLA2iXQeMFz6ss7S,TWO_SIDE_NO_SYNONYM
tricyclo-DNA,Duchenne muscular dystrophy (DMD),Drug - Disease (indication),:32573804:G3KQ7ptkpw7LhwndhieZoV,ONLY_ONE_SIDE_SYNONYM
AAV-encoded CRISPR/Cas9,Duchenne muscular dystrophy (DMD),Drug - Disease (indication),:32573804:WBiDnjgUMyspa3ZdCscfAm,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32572084:6GfddDC6MCcGFYU5yULf5X,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive skeletal muscle disease,Disease - Phenotype (positive),:32569663:Xzp63YszV58yreHECm2Gdv,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,severe cardiac complications,Disease - Phenotype (positive),:32569663:5w8pnCnNMY6MT3zXYXBLKt,ONLY_ONE_SIDE_SYNONYM
DMD,adaptive changes in mitochondrial metabolism,Disease - Phenotype (positive),:32569663:exFGWXi3mhSURBzEU7BgQ6,ONLY_ONE_SIDE_SYNONYM
DMD,NCLX,Disease - Protein,:32569663:naBtboifDKP9vqH5H8H9mm,APPROVED(NODE_ALL_EXISTS)
Becker muscular dystrophy (BMD),dystrophin gene,Disease - Protein,:32564389:PvjhzjRR2bKe3owY3ipmR3,ONLY_ONE_SIDE_SYNONYM
DMD,deterioration of pulmonary and upper limbs function,Disease - Phenotype (positive),:32553415:ghevMsdL5P8YxNvfYkQSvB,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,Utrophin,Disease - Protein,:32551645:gWfzTqdLn9BrWGBRnNyBR7,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,dystrophic phenotype,Disease - Phenotype (positive),:32551645:KT6YQhZNJjiZtPDSKfWyCp,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,Proximal muscle weakness,Disease - Phenotype (positive),:32543101:2NAq2bABGv7rMNkccs5Fui,KG_ALREADY_EXISTS
Duchenne Muscular Dystrophy,calf hypertrophy,Disease - Phenotype (positive),:32543101:fpj3BMKxDoyAvLF773j9zB,KG_ALREADY_EXISTS
Duchenne Muscular Dystrophy,Flexion contractures,Disease - Phenotype (positive),:32543101:6bboHzmMqphCApJAg4YifN,KG_ALREADY_EXISTS
Duchenne Muscular Dystrophy,Wasting of shoulder girdle,Disease - Phenotype (positive),:32543101:8BZnEKmrZgNaWg5yyU8zuV,APPROVED(NODE_ALL_EXISTS)
Duchenne Muscular Dystrophy,Wasting of thigh muscles,Disease - Phenotype (positive),:32543101:djKCohyva4qBqeTkYQ5H7a,APPROVED(NODE_ALL_EXISTS)
Duchenne Muscular Dystrophy,DMD gene,Disease - Protein,:32543101:gb26TiWe9WCYKFbrZFuusG,ONLY_ONE_SIDE_SYNONYM
muscle fibers,micro-dystrophin,Anatomy - Protein (present),:32539076:kn8fq3b8W8E4raDqyMUBMW,TWO_SIDE_NO_SYNONYM
Duchenne Muscular Dystrophy,cardiomyopathy,Disease - Phenotype (positive),:32535224:UP7wEPEeHf6DWew3JESLmC,KG_ALREADY_EXISTS
DMD,cardiac dysfunctions,Disease - Phenotype (positive),:32535224:Hxz7ZLepwaN6Rhg8a6nDAs,ONLY_ONE_SIDE_SYNONYM
Rimeporide,cardioprotective treatment,Exposure - Biological process,:32535224:MfzExjHdY7E9snhActpWGF,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,cognitive phenotype,Disease - Phenotype (positive),:32522501:TX6Shpd9npuYq3sHeJPSTV,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32522501:kkJzTAhNS5JatGqXxnaGXR,ONLY_ONE_SIDE_SYNONYM
Dp427 m,muscle,Anatomy - Protein (present),:32522501:isp4zJzREjmdUDwZeXGWSb,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive muscle wasting,Disease - Phenotype (positive),:32522501:ihzrtbyPmGrCG3vwZqJgHc,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,learning and behavioural difficulties,Disease - Phenotype (positive),:32522501:EWVMPKhq9ZvTLNM7qxhmzV,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:32519222:nc7CC7SRUpHJBvpNfNApq2,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy (DMD),dystrophin,Disease - Protein,:32515007:QpEN7JEVt5nTaXd5bx4CVy,KG_ALREADY_EXISTS
Becker muscular dystrophy,progressive muscle weakness,Disease - Phenotype (positive),:32504006:BtT9USof66P4mNeps3PGSY,APPROVED(NODE_ALL_EXISTS)
Becker muscular dystrophy,DMD gene,Disease - Protein,:32504006:NrmNx8hgHVdzj6U58fCoaz,ONLY_ONE_SIDE_SYNONYM
BMD,cardiac involvement,Disease - Phenotype (positive),:32504006:bFrvH4R27TQEzQBrSteHnT,ONLY_ONE_SIDE_SYNONYM
BMD,subtle skeletal muscle weakness,Disease - Phenotype (positive),:32504006:WEKA8Uc5mat48GKerZBTMG,ONLY_ONE_SIDE_SYNONYM
BMD,severe dilated cardiomyopathy,Disease - Phenotype (positive),:32504006:PvRr87Vfd5W4W6s4dyHti4,APPROVED(NODE_ALL_EXISTS)
BMD,difficulty climbing stairs,Disease - Phenotype (positive),:32504006:UhwJWaD42gmiSbhVAcZ7yx,KG_ALREADY_EXISTS
exon 4 skipping,DMD,Biological process - Protein,:32504006:7UrAArr89Bx8gAufGAxioz,ONLY_ONE_SIDE_SYNONYM
BMD,muscle fiber atrophy,Disease - Phenotype (positive),:32504006:cM2Yg7rbVGAF4cZHTkEJwR,APPROVED(NODE_ALL_EXISTS)
BMD,hypertrophy,Disease - Phenotype (positive),:32504006:S9AUChxvxC7Uixe8bht4UB,ONLY_ONE_SIDE_SYNONYM
BMD,interstitial fibrosis,Disease - Phenotype (positive),:32504006:GkZYwgZoJNZSMzJmuGLA3J,APPROVED(NODE_ALL_EXISTS)
dystrophin,skeletal muscle,Anatomy - Protein (present),:32504006:jX2fVFGAGPbzmuhycWxiXe,NO_ID
dystrophin,cardiac muscle,Anatomy - Protein (present),:32504006:GmNYkY3AdALtW3Ah9Z94eg,NO_ID
truncated dystrophin,skeletal muscle,Anatomy - Protein (present),:32504006:PPvukHeHeCugJf4wkwfGfT,ONLY_ONE_SIDE_SYNONYM
truncated dystrophin,cardiac muscle,Anatomy - Protein (present),:32504006:CURPbpg2ontdiB9ayhqDzB,ONLY_ONE_SIDE_SYNONYM
BMD,severe cardiac dysfunction,Disease - Phenotype (positive),:32504006:hF2jeYdenxDKCK2rdvRT6C,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy (DMD),dystrophin gene,Disease - Protein,:32503598:4YaYzWkGEybdQ63w3MVq96,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,DMD gene,Disease - Protein,:32499563:SVdBLpghem7TtTybxfACEm,ONLY_ONE_SIDE_SYNONYM
muscle,miR-379,Anatomy - Protein (present),:32499563:XpMLf2dRWdTMbd7dcc6CZr,ONLY_ONE_SIDE_SYNONYM
elevated miR-379 seric level,miR-379,Phenotype - Protein,:32499563:KPsTaksENbQUvcpUyuAxjG,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32493839:c9z2aVQSGfyCGqKFfyhxoz,KG_ALREADY_EXISTS
muscle biology,miR-378,Biological process - Protein,:32493839:iYLJ2YZitpGHccPfuNGF5b,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,miR-378,Disease - Protein,:32493839:BJ24gnoAkKTbK5jTDVW83V,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,fatal neuromuscular disease,Disease - Phenotype (positive),:32488044:h95doJB8ov7pfB6F6hCJtN,ONLY_ONE_SIDE_SYNONYM
DMD,Skeletal muscle weakness,Disease - Phenotype (positive),:32488044:SwHJnFTJuhGDqDnwRMSvNw,ONLY_ONE_SIDE_SYNONYM
DMD,muscle degradation,Disease - Phenotype (positive),:32488044:KfX7BURb7vaP48EhHWhMnX,KG_ALREADY_EXISTS
DMD,neurological abnormalities,Disease - Phenotype (positive),:32488044:HWiuaWx43HLfbwGnk7YJR4,APPROVED(NODE_ALL_EXISTS)
DMD,respiratory failure,Disease - Phenotype (positive),:32488044:9Nsc9SjLcUhFKtSWmLXpnB,KG_ALREADY_EXISTS
dysfunction in these nerves,respiratory failure,Phenotype - Phenotype,:32488044:aWXbkmTRLaM2hA7REWEbVV,ONLY_ONE_SIDE_SYNONYM
this disease,nervous system pathology,Disease - Phenotype (positive),:32488044:9CvLCVuqBZ7ksfrrJPE96x,ONLY_ONE_SIDE_SYNONYM
this disease,skeletal muscle deficits,Disease - Phenotype (positive),:32488044:YyRWoJ3aaQtezyUYEHvHYE,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,chronic inflammation,Disease - Phenotype (positive),:32485610:MczF7hytGKmx6A57yBhde5,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,oxidative stress,Disease - Phenotype (positive),:32485610:aM4PipUodBnKkWcG52ZFej,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,altered metabolism,Disease - Phenotype (positive),:32485610:Pqkf9qw7BQBWXrv5AT4cDr,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32483212:Nn38YJeb4gpDtrxZWS5gaq,ONLY_ONE_SIDE_SYNONYM
Antisense oligonucleotides,dystrophin,Drug - Protein,:32483212:CjMZoVzwDPXMnr6ggFjDhH,ONLY_ONE_SIDE_SYNONYM
Eteplirsen,DMD,Drug - Disease (indication),:32483212:EBmbT37uALYHZuQDWv2knW,APPROVED
golodirsen,DMD,Drug - Disease (indication),:32483212:CEDQvboFyyuQGXWCFZ3fy3,APPROVED
Viltolarsen,DMD,Drug - Disease (indication),:32483212:nDUF2aYSW7f4kxc6dDWN2U,APPROVED
sporadic inclusion-body myositis,weakness predominantly affecting finger flexors,Disease - Phenotype (positive),:32478919:FNpHsHYUQqoEhZm5ti9Hxx,ONLY_ONE_SIDE_SYNONYM
myotonic dystrophy types 1,Prominent finger flexor weakness,Disease - Phenotype (positive),:32478919:8zrn2Q8wEQJLarg97oVjbg,ONLY_ONE_SIDE_SYNONYM
myotonic dystrophy types 2,Prominent finger flexor weakness,Disease - Phenotype (positive),:32478919:GSSWUPRHd6UYNobfvRuxW4,ONLY_ONE_SIDE_SYNONYM
sarcoid myopathy,finger flexor weakness,Disease - Phenotype (positive),:32478919:Xbma5Mu3tkZH9EH6t4Qpwd,APPROVED(NODE_ALL_EXISTS)
amyloid myopathy,finger flexor weakness,Disease - Phenotype (positive),:32478919:NaMozxuvtRNUqSBPh96Bjh,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,ACTA1,Disease - Protein,:32478919:abhpYgSQYB6QiEvyjGyH4b,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,CRYAB,Disease - Protein,:32478919:MTDUWXTmzSsG9pdTKeEYJC,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,DMD,Disease - Protein,:32478919:7Q9uFzzmj8sqhQxmxbr7nE,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,DYSF,Disease - Protein,:32478919:atmzFA2dvBuwwfCMMgoiy9,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,FLNC,Disease - Protein,:32478919:nQTFb6pPNRq8xP3XcSUuwp,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,GAA,Disease - Protein,:32478919:gYfnm8jMKcuocKaCYZTgzB,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,GNE,Disease - Protein,:32478919:G6WxL67NnahkGbQmxAc2PG,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,HNRNPDL,Disease - Protein,:32478919:MeLmZ5QaHUJYHQDL6sLC7C,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,LAMA2,Disease - Protein,:32478919:TWWrCgBwJXRxTwuVoCmzh6,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,MYH7,Disease - Protein,:32478919:F7eBFk3hexewZU8NiUqimm,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,VCP,Disease - Protein,:32478919:HBaeKvusEas2Jt6tqhSPLd,ONLY_ONE_SIDE_SYNONYM
inherited myopathies,finger flexor weakness,Disease - Phenotype (positive),:32478919:2yqZyyJ92koY8Dh2XzvV8g,ONLY_ONE_SIDE_SYNONYM
Muscular dystrophies,progressive weakness,Disease - Phenotype (positive),:32478678:ScJhHZ8gaRjkwaVrn53mFg,APPROVED(NODE_ALL_EXISTS)
Muscular dystrophies,degeneration of skeletal muscle,Disease - Phenotype (positive),:32478678:PQdmTWMnhzYxMzFHHyc67n,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:32478678:aY95wKd2gL9kJVQaeH8JzH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,Cardiomyopathy,Disease - Phenotype (positive),:32476037:Geet964tZtc4acRjuy5qdd,KG_ALREADY_EXISTS
DMD,Elevated troponin levels,Disease - Phenotype (positive),:32476037:TEBspDZbYQ2dbVkZeZcCHx,ONLY_ONE_SIDE_SYNONYM
DMD,cardiac fibrosis,Disease - Phenotype (positive),:32476037:93JV8QtsXZ5X5kQ9SkkK5W,ONLY_ONE_SIDE_SYNONYM
high serum creatine kinase,creatine kinase,Phenotype - Protein,:32473283:4ia7C5yv75hiZcFmCY9Am9,APPROVED(NODE_ALL_EXISTS)
immune response,IL-6,Biological process - Protein,:32454436:AdkW7ZVQx2FaeYqVagtQiJ,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,neuromuscular disorder,Disease - Phenotype (positive),:32454436:MmBd4BHtDfQq3GLBsx6rWw,NO_ID
Duchenne Muscular Dystrophy,dystrophin,Disease - Protein,:32454436:dTtfKzB9ujoZtHqMdKPqx2,KG_ALREADY_EXISTS
Duchenne Muscular Dystrophy,IL-6,Disease - Protein,:32454436:DvgCJp3hksqw2xrUr2g78J,ONLY_ONE_SIDE_SYNONYM
